SampleName	HALLMARK.ADIPOGENESIS_BIN	HALLMARK.ALLOGRAFT.REJECTION_BIN	HALLMARK.ANDROGEN.RESPONSE_BIN	HALLMARK.ANGIOGENESIS_BIN	HALLMARK.APICAL.JUNCTION_BIN	HALLMARK.APICAL.SURFACE_BIN	HALLMARK.APOPTOSIS_BIN	HALLMARK.BILE.ACID.METABOLISM_BIN	HALLMARK.CHOLESTEROL.HOMEOSTASIS_BIN	HALLMARK.COAGULATION_BIN	HALLMARK.COMPLEMENT_BIN	HALLMARK.DNA.REPAIR_BIN	HALLMARK.E2F.TARGETS_BIN	HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION_BIN	HALLMARK.ESTROGEN.RESPONSE.EARLY_BIN	HALLMARK.ESTROGEN.RESPONSE.LATE_BIN	HALLMARK.FATTY.ACID.METABOLISM_BIN	HALLMARK.G2M.CHECKPOINT_BIN	HALLMARK.GLYCOLYSIS_BIN	HALLMARK.HEDGEHOG.SIGNALING_BIN	HALLMARK.HEME.METABOLISM_BIN	HALLMARK.HYPOXIA_BIN	HALLMARK.IL2.STAT5.SIGNALING_BIN	HALLMARK.IL6.JAK.STAT3.SIGNALING_BIN	HALLMARK.INFLAMMATORY.RESPONSE_BIN	HALLMARK.INTERFERON.ALPHA.RESPONSE_BIN	HALLMARK.INTERFERON.GAMMA.RESPONSE_BIN	HALLMARK.KRAS.SIGNALING.DN_BIN	HALLMARK.KRAS.SIGNALING.UP_BIN	HALLMARK.MITOTIC.SPINDLE_BIN	HALLMARK.MTORC1.SIGNALING_BIN	HALLMARK.MYC.TARGETS.V1_BIN	HALLMARK.MYC.TARGETS.V2_BIN	HALLMARK.MYOGENESIS_BIN	HALLMARK.NOTCH.SIGNALING_BIN	HALLMARK.OXIDATIVE.PHOSPHORYLATION_BIN	HALLMARK.P53.PATHWAY_BIN	HALLMARK.PANCREAS.BETA.CELLS_BIN	HALLMARK.PEROXISOME_BIN	HALLMARK.PI3K.AKT.MTOR.SIGNALING_BIN	HALLMARK.PROTEIN.SECRETION_BIN	HALLMARK.REACTIVE.OXYGEN.SPECIES.PATHWAY_BIN	HALLMARK.SPERMATOGENESIS_BIN	HALLMARK.TGF.BETA.SIGNALING_BIN	HALLMARK.TNFA.SIGNALING.VIA.NFKB_BIN	HALLMARK.UNFOLDED.PROTEIN.RESPONSE_BIN	HALLMARK.UV.RESPONSE.DN_BIN	HALLMARK.UV.RESPONSE.UP_BIN	HALLMARK.WNT.BETA.CATENIN.SIGNALING_BIN	HALLMARK.XENOBIOTIC.METABOLISM_BIN
Riaz_Nivolumab_2017.p044.ar.8925	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian
Riaz_Nivolumab_2017.p046.ar.8904	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Riaz_Nivolumab_2017.p046.ar.8905	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Riaz_Nivolumab_2017.p047.ar.8836	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Riaz_Nivolumab_2017.p047.ar.8837	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Riaz_Nivolumab_2017.p048.ar.8896	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Riaz_Nivolumab_2017.p048.ar.8897	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Riaz_Nivolumab_2017.p049.ar.8824	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian
Riaz_Nivolumab_2017.p049.ar.8825	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Riaz_Nivolumab_2017.p052.ar.8838	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian
Riaz_Nivolumab_2017.p052.ar.8839	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Riaz_Nivolumab_2017.p058.ar.8820	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian
Riaz_Nivolumab_2017.p059.ar.8821	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian
Riaz_Nivolumab_2017.p062.ar.8855	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Riaz_Nivolumab_2017.p062.ar.8856	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian
Riaz_Nivolumab_2017.p065.ar.8857	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Riaz_Nivolumab_2017.p065.ar.8858	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian
Riaz_Nivolumab_2017.p066.ar.8826	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian
Riaz_Nivolumab_2017.p067.ar.8840	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Riaz_Nivolumab_2017.p067.ar.8841	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Riaz_Nivolumab_2017.p068.ar.8859	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Riaz_Nivolumab_2017.p069.ar.8860	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Riaz_Nivolumab_2017.p072.ar.8861	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian
Riaz_Nivolumab_2017.p076.ar.8827	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Riaz_Nivolumab_2017.p077.ar.8846	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian
